Model,Text_Loss,Image_Loss,BLEU,ROUGE-L,METEOR,SSIM,PSNR,Number of Epochs,Learning Rate,Batch Size,Embedding Dim,Latent Dim,Num Layers
Roberta+CNN,5.302131552605113,0.07895242679081145,0.00717590723849689,0.20488014453368492,0.15440914347287252,0.12835036,11.0767562767249,5,0.001,4,16,16,1
