Model,Text_Loss,Image_Loss,BLEU,ROUGE-L,METEOR,SSIM,PSNR,Number of Epochs,Learning Rate,Batch Size,Embedding Dim,Latent Dim,Num Layers
Roberta+CLIP,4.509541704684874,0.0789865811791601,0.020287718604416367,0.282271615702006,0.2262465837001119,0.12779492,11.077654915101578,10,0.001,8,32,32,1
