Model,Text_Loss,Image_Loss,BLEU,ROUGE-L,METEOR,SSIM,PSNR,Number of Epochs,Learning Rate,Batch Size,Embedding Dim,Latent Dim,Num Layers
Roberta+CLIP FIN 2,4.2847190499305725,0.07894421834498644,0.032195836634359064,0.28340454748350846,0.24539073590935045,0.12537888,11.083153287470296,40,0.0001,16,128,128,1
