Model,Text_Loss,Image_Loss,BLEU,ROUGE-L,METEOR,SSIM,PSNR,Number of Epochs,Learning Rate,Batch Size,Embedding Dim,Latent Dim,Num Layers
Roberta+CLIP FIN 3,3.916189098358154,0.07891255468130112,0.08160638328852443,0.37488173763621757,0.33310502928665103,0.12828614,11.083329959614849,50,0.00025,16,128,128,2
