Model,Text_Loss,Image_Loss,BLEU,ROUGE-L,METEOR,SSIM,PSNR,Number of Epochs,Learning Rate,Batch Size,Embedding Dim,Latent Dim,Num Layers
LSTM+CLIP,4.173895611125193,0.0789634234681251,0.011708802874047143,0.274862192320545,0.2449857794769132,0.12276778,11.077079893526516,5,0.001,4,16,16,1
