Model,Text_Loss,Image_Loss,BLEU,ROUGE-L,METEOR,SSIM,PSNR,Number of Epochs,Learning Rate,Batch Size,Embedding Dim,Latent Dim,Num Layers
Roberta+CLIP FINAL,3.0858788013458254,0.07931947112083435,0.14942489320729097,0.40911498719374206,0.4621476193308821,0.23048213,11.075406103001262,5,0.0001,16,128,128,2
