Model,Text_Loss,Image_Loss,BLEU,ROUGE-L,METEOR,SSIM,PSNR,Number of Epochs,Learning Rate,Batch Size,Embedding Dim,Latent Dim,Num Layers
Roberta+CLIP FIN,5.803475022315979,0.08096295185387134,8.62112838751416e-156,0.20726943758302557,0.11965298495873156,0.09111222,10.963096837073916,40,2e-05,32,256,256,1
